"","schoolcode","choicepgm","schoolname","sssdistrict","ssslong","ssslat","cutoff","quality","size"
"1626",61302,"Home Economics","AHAFOMAN SENIOR HIGH./TECH. SCHOOL, GOASO","Asunafo (Goaso)",-2.68374562263489,6.80908823013306,225,246.5,28
"1627",61302,"Technical","AHAFOMAN SENIOR HIGH./TECH. SCHOOL, GOASO","Asunafo (Goaso)",-2.68374562263489,6.80908823013306,216,248.925,40
"1628",61303,"Agriculture","KUKUOM AGRIC. SENIOR HIGH. SCHOOL, KUKUOM","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985,205,252.0875,80
"1629",61303,"Business","KUKUOM AGRIC. SENIOR HIGH. SCHOOL, KUKUOM","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985,221,262.166666666667,24
"1630",61303,"General Arts","KUKUOM AGRIC. SENIOR HIGH. SCHOOL, KUKUOM","Asutifi (Kenyasi)",-2.51506805419922,7.02809381484985,214,253.771428571429,70
"1631",70101,"Business","OLA GIRLS SENIOR HIGH SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,346,370.966666666667,90
"1632",70101,"General Arts","OLA GIRLS SENIOR HIGH SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,362,376.797752808989,89
"1633",70101,"General Science","OLA GIRLS SENIOR HIGH SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,373,392.155555555556,45
"1634",70101,"Home Economics","OLA GIRLS SENIOR HIGH SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,331,357.954545454545,44
"1635",70101,"Visual Arts","OLA GIRLS SENIOR HIGH SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,268,307.044444444444,45
"1636",70102,"Agriculture","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,301,331.55,40
"1637",70102,"Business","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,352,375.8625,80
"1638",70102,"General Arts","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,345,366.125,120
"1639",70102,"General Science","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,359,380.7,80
"1640",70102,"Home Economics","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,302,322.375,40
"1641",70102,"Technical","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,300,333.325,40
"1642",70102,"Visual Arts","MAWULI SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,307,337.625,40
"1643",70103,"Business","AVATIME SENIOR HIGH. SCHOOL, VANE","Ho Municipal",0.526142239570618,6.71760702133179,238,275.142857142857,7
"1644",70103,"General Arts","AVATIME SENIOR HIGH. SCHOOL, VANE","Ho Municipal",0.526142239570618,6.71760702133179,208,258.416666666667,12
"1645",70103,"General Science","AVATIME SENIOR HIGH. SCHOOL, VANE","Ho Municipal",0.526142239570618,6.71760702133179,214,260.285714285714,7
"1646",70103,"Home Economics","AVATIME SENIOR HIGH. SCHOOL, VANE","Ho Municipal",0.526142239570618,6.71760702133179,223,256.5,10
"1647",70104,"Agriculture","AWUDOME SENIOR HIGH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,277,304.333333333333,30
"1648",70104,"Business","AWUDOME SENIOR HIGH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,272,297.896774193548,155
"1649",70104,"General Arts","AWUDOME SENIOR HIGH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,290,312.470588235294,153
"1650",70104,"General Science","AWUDOME SENIOR HIGH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,283,312.283333333333,60
"1651",70104,"Home Economics","AWUDOME SENIOR HIGH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,259,282.366666666667,60
"1652",70104,"Visual Arts","AWUDOME SENIOR HIGH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,274,298.45,40
"1653",70105,"Agriculture","KPEDZE SENIOR HIGH SCHOOL, KPEDZE","Ho Municipal",0.526142239570618,6.71760702133179,209,241.263157894737,38
"1654",70105,"Business","KPEDZE SENIOR HIGH SCHOOL, KPEDZE","Ho Municipal",0.526142239570618,6.71760702133179,207,253.414285714286,70
"1655",70105,"General Arts","KPEDZE SENIOR HIGH SCHOOL, KPEDZE","Ho Municipal",0.526142239570618,6.71760702133179,210,249.485436893204,103
"1656",70105,"General Science","KPEDZE SENIOR HIGH SCHOOL, KPEDZE","Ho Municipal",0.526142239570618,6.71760702133179,199,263.111111111111,27
"1657",70105,"Home Economics","KPEDZE SENIOR HIGH SCHOOL, KPEDZE","Ho Municipal",0.526142239570618,6.71760702133179,209,236.352941176471,17
"1658",70105,"Visual Arts","KPEDZE SENIOR HIGH SCHOOL, KPEDZE","Ho Municipal",0.526142239570618,6.71760702133179,220,250.95,20
"1659",70106,"Agriculture","E.P.C. MAWUKO GIRLS SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,213,281,19
"1660",70106,"Business","E.P.C. MAWUKO GIRLS SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,288,313.777777777778,45
"1661",70106,"General Arts","E.P.C. MAWUKO GIRLS SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,279,308.072222222222,180
"1662",70106,"Home Economics","E.P.C. MAWUKO GIRLS SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,273,298.022222222222,45
"1663",70106,"Visual Arts","E.P.C. MAWUKO GIRLS SENIOR HIGH. SCHOOL, HO","Ho Municipal",0.526142239570618,6.71760702133179,212,260.405405405405,37
"1664",70107,"General Arts","TAVIEFE COMM. SENIOR HIGH. SCHOOL, TAVIEFE","Ho Municipal",0.526142239570618,6.71760702133179,216,256.87037037037,54
"1665",70107,"Home Economics","TAVIEFE COMM. SENIOR HIGH. SCHOOL, TAVIEFE","Ho Municipal",0.526142239570618,6.71760702133179,213,232.611111111111,18
"1666",70107,"Visual Arts","TAVIEFE COMM. SENIOR HIGH. SCHOOL, TAVIEFE","Ho Municipal",0.526142239570618,6.71760702133179,225,251.133333333333,15
"1667",70108,"Agriculture","ADAKLU SENIOR HIGH. SCHOOL, ADAKLU","Ho Municipal",0.526142239570618,6.71760702133179,237,263.545454545455,11
"1668",70108,"Business","ADAKLU SENIOR HIGH. SCHOOL, ADAKLU","Ho Municipal",0.526142239570618,6.71760702133179,210,244.666666666667,6
"1669",70108,"General Arts","ADAKLU SENIOR HIGH. SCHOOL, ADAKLU","Ho Municipal",0.526142239570618,6.71760702133179,205,240,8
"1670",70109,"Agriculture","DZOLO SENIOR HIGH SCHOOL, DZOLO","Ho Municipal",0.526142239570618,6.71760702133179,219,242.333333333333,6
"1671",70109,"Business","DZOLO SENIOR HIGH SCHOOL, DZOLO","Ho Municipal",0.526142239570618,6.71760702133179,209,249.625,8
"1672",70109,"General Arts","DZOLO SENIOR HIGH SCHOOL, DZOLO","Ho Municipal",0.526142239570618,6.71760702133179,222,238.375,8
"1673",70109,"General Science","DZOLO SENIOR HIGH SCHOOL, DZOLO","Ho Municipal",0.526142239570618,6.71760702133179,228,244.6,5
"1674",70109,"Home Economics","DZOLO SENIOR HIGH SCHOOL, DZOLO","Ho Municipal",0.526142239570618,6.71760702133179,208,251.6,5
"1675",70110,"Agriculture","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,214,249.258064516129,31
"1676",70110,"Business","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,230,240,2
"1677",70110,"General Arts","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,202,254.944444444444,90
"1678",70110,"General Science","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,218,259,21
"1679",70110,"Home Economics","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,208,251.5,38
"1680",70110,"Technical","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,203,248.892857142857,84
"1681",70110,"Visual Arts","TSITO SENIOR HIGH. TECH. SCHOOL, TSITO","Ho Municipal",0.526142239570618,6.71760702133179,210,248.394736842105,38
"1682",70111,"Agriculture","AKOME SENIOR HIGH. TECH. SCHOOL, AKOME","Ho Municipal",0.526142239570618,6.71760702133179,223,240,2
"1683",70111,"General Arts","AKOME SENIOR HIGH. TECH. SCHOOL, AKOME","Ho Municipal",0.526142239570618,6.71760702133179,235,235,1
"1684",70111,"Home Economics","AKOME SENIOR HIGH. TECH. SCHOOL, AKOME","Ho Municipal",0.526142239570618,6.71760702133179,230,235,3
"1685",70111,"Technical","AKOME SENIOR HIGH. TECH. SCHOOL, AKOME","Ho Municipal",0.526142239570618,6.71760702133179,227,234,2
"1686",70112,"Agriculture","TANYIGBE SENIOR HIGH. SCHOOL, TANYIGBE","Ho Municipal",0.526142239570618,6.71760702133179,228,254.9,10
"1687",70112,"Business","TANYIGBE SENIOR HIGH. SCHOOL, TANYIGBE","Ho Municipal",0.526142239570618,6.71760702133179,214,236,9
"1688",70112,"General Arts","TANYIGBE SENIOR HIGH. SCHOOL, TANYIGBE","Ho Municipal",0.526142239570618,6.71760702133179,307,307,1
"1689",70113,"Agriculture","AGOTIME SENIOR HIGH. SCHOOL, KPETOE","Ho Municipal",0.526142239570618,6.71760702133179,221,260.666666666667,33
"1690",70113,"Business","AGOTIME SENIOR HIGH. SCHOOL, KPETOE","Ho Municipal",0.526142239570618,6.71760702133179,209,254.46,50
"1691",70113,"General Arts","AGOTIME SENIOR HIGH. SCHOOL, KPETOE","Ho Municipal",0.526142239570618,6.71760702133179,211,252.952380952381,84
"1692",70114,"Agriculture","ABUTIA SENIOR HIGH/TECHNICAL SCHOOL, ABUTIA-TETI","Ho Municipal",0.526142239570618,6.71760702133179,269,269,1
"1693",70114,"Business","ABUTIA SENIOR HIGH/TECHNICAL SCHOOL, ABUTIA-TETI","Ho Municipal",0.526142239570618,6.71760702133179,243,252.571428571429,7
"1694",70114,"General Arts","ABUTIA SENIOR HIGH/TECHNICAL SCHOOL, ABUTIA-TETI","Ho Municipal",0.526142239570618,6.71760702133179,223,241.875,8
"1695",70114,"Technical","ABUTIA SENIOR HIGH/TECHNICAL SCHOOL, ABUTIA-TETI","Ho Municipal",0.526142239570618,6.71760702133179,217,271,5
"1696",70119,"Agriculture","SOKODE SENIOR HIGH./TECH SCHOOL, SOKODE","Ho Municipal",0.526142239570618,6.71760702133179,214,253.5,4
"1697",70119,"Business","SOKODE SENIOR HIGH./TECH SCHOOL, SOKODE","Ho Municipal",0.526142239570618,6.71760702133179,226,244.714285714286,7
"1698",70119,"General Arts","SOKODE SENIOR HIGH./TECH SCHOOL, SOKODE","Ho Municipal",0.526142239570618,6.71760702133179,215,261.733333333333,15
"1699",70119,"Technical","SOKODE SENIOR HIGH./TECH SCHOOL, SOKODE","Ho Municipal",0.526142239570618,6.71760702133179,223,242.857142857143,7
"1700",70201,"Agriculture","KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,212,249.705882352941,17
"1701",70201,"Business","KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,207,262.636363636364,88
"1702",70201,"General Arts","KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,203,257.267080745342,161
"1703",70201,"General Science","KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,228,266.791666666667,24
"1704",70201,"Home Economics","KRACHI SENIOR HIGH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,220,248,5
"1705",70202,"Agriculture","KETE-KRACHI SENIOR HIGH./TECH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,220,264,5
"1706",70202,"Business","KETE-KRACHI SENIOR HIGH./TECH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,213,241.307692307692,13
"1707",70202,"Technical","KETE-KRACHI SENIOR HIGH./TECH SCHOOL, KETE-KRACHI","Kete Krachie",-0.0899035781621933,8.05344390869141,240,282.333333333333,6
"1708",70203,"Agriculture","OTI SENIOR HIGH./TECH. SCHOOL, DAMBAI","Kete Krachie",-0.0899035781621933,8.05344390869141,204,250.084507042254,71
"1709",70203,"Business","OTI SENIOR HIGH./TECH. SCHOOL, DAMBAI","Kete Krachie",-0.0899035781621933,8.05344390869141,204,253.333333333333,42
"1710",70203,"Technical","OTI SENIOR HIGH./TECH. SCHOOL, DAMBAI","Kete Krachie",-0.0899035781621933,8.05344390869141,213,231.090909090909,11
"1711",70204,"Business","ASUKAWKAW SENIOR HIGH SCHOOL, ASUKAWKAW","Kete Krachie",-0.0899035781621933,8.05344390869141,207,228,3
"1712",70204,"General Arts","ASUKAWKAW SENIOR HIGH SCHOOL, ASUKAWKAW","Kete Krachie",-0.0899035781621933,8.05344390869141,209,235.333333333333,6
"1713",70301,"Business","NKWANTA SENIOR HIGH SCHOOL, NKWANTA","Nkwanta",0.40209686756134,8.32355308532715,204,260.057142857143,70
"1714",70301,"General Arts","NKWANTA SENIOR HIGH SCHOOL, NKWANTA","Nkwanta",0.40209686756134,8.32355308532715,240,267.375,120
"1715",70301,"General Science","NKWANTA SENIOR HIGH SCHOOL, NKWANTA","Nkwanta",0.40209686756134,8.32355308532715,204,253.620689655172,29
"1716",70301,"Home Economics","NKWANTA SENIOR HIGH SCHOOL, NKWANTA","Nkwanta",0.40209686756134,8.32355308532715,192,251.7,30
"1717",70301,"Visual Arts","NKWANTA SENIOR HIGH SCHOOL, NKWANTA","Nkwanta",0.40209686756134,8.32355308532715,218,252.3125,16
"1718",70302,"Agriculture","NTRUBOMAN SENIOR HIGH. SCHOOL, BREWANIASE","Nkwanta",0.40209686756134,8.32355308532715,224,245.866666666667,15
"1719",70302,"Business","NTRUBOMAN SENIOR HIGH. SCHOOL, BREWANIASE","Nkwanta",0.40209686756134,8.32355308532715,228,242,5
"1720",70302,"Home Economics","NTRUBOMAN SENIOR HIGH. SCHOOL, BREWANIASE","Nkwanta",0.40209686756134,8.32355308532715,239,239,1
"1721",70302,"Visual Arts","NTRUBOMAN SENIOR HIGH. SCHOOL, BREWANIASE","Nkwanta",0.40209686756134,8.32355308532715,221,243,7
"1722",70303,"Agriculture","KPASSA SENIOR HIGH./TECH. SCHOOL, KPASSA","Nkwanta",0.40209686756134,8.32355308532715,214,224,6
"1723",70303,"General Arts","KPASSA SENIOR HIGH./TECH. SCHOOL, KPASSA","Nkwanta",0.40209686756134,8.32355308532715,210,238.615384615385,13
"1724",70303,"Technical","KPASSA SENIOR HIGH./TECH. SCHOOL, KPASSA","Nkwanta",0.40209686756134,8.32355308532715,202,232.666666666667,3
"1725",70401,"Agriculture","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,206,253.244897959184,98
"1726",70401,"Business","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,231,262.38,100
"1727",70401,"General Arts","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,245,274.45,100
"1728",70401,"General Science","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,238,271.54,50
"1729",70401,"Home Economics","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,207,239.15,40
"1730",70401,"Technical","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,242,271.82,50
"1731",70401,"Visual Arts","AKATSI SENIOR HIGH./TECH. SCHOOL, AKATSI","Akatsi",0.842700481414795,6.20688915252686,209,257.379310344828,29
"1732",70402,"Agriculture","AVE-DAKPA SENIOR HIGH SCHOOL, AVE-DAKPA","Akatsi",0.842700481414795,6.20688915252686,224,240.181818181818,11
"1733",70402,"Business","AVE-DAKPA SENIOR HIGH SCHOOL, AVE-DAKPA","Akatsi",0.842700481414795,6.20688915252686,211,246.235294117647,17
"1734",70402,"General Arts","AVE-DAKPA SENIOR HIGH SCHOOL, AVE-DAKPA","Akatsi",0.842700481414795,6.20688915252686,216,252.258064516129,31
"1735",70403,"Agriculture","WOVENU SENIOR SENIOR HIGH. SCHOOL, TADZEWU","Ketu (Denu)",1.03270864486694,6.11122751235962,221,228.333333333333,6
"1736",70403,"Business","WOVENU SENIOR SENIOR HIGH. SCHOOL, TADZEWU","Ketu (Denu)",1.03270864486694,6.11122751235962,215,250.166666666667,6
"1737",70403,"General Arts","WOVENU SENIOR SENIOR HIGH. SCHOOL, TADZEWU","Ketu (Denu)",1.03270864486694,6.11122751235962,205,248.333333333333,9
"1738",70501,"Agriculture","ANLO SENIOR HIGH. SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,243,279.325,40
"1739",70501,"Business","ANLO SENIOR HIGH. SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,256,287.25,80
"1740",70501,"General Arts","ANLO SENIOR HIGH. SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,281,301.3125,80
"1741",70501,"General Science","ANLO SENIOR HIGH. SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,259,290.175,80
"1742",70501,"Home Economics","ANLO SENIOR HIGH. SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,257,278.075,40
"1743",70501,"Visual Arts","ANLO SENIOR HIGH. SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,241,268.475,40
"1744",70502,"Agriculture","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,261,298.633333333333,60
"1745",70502,"Business","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,322,347.878787878788,99
"1746",70502,"General Arts","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,319,338.875,120
"1747",70502,"General Science","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,334,357.833333333333,90
"1748",70502,"Home Economics","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,284,308.804347826087,46
"1749",70502,"Technical","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,200,263.6875,80
"1750",70502,"Visual Arts","KETA SENIOR HIGH SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,285,318.222222222222,45
"1751",70503,"Business","ABOR SENIOR HIGH SCHOOL, ABOR","Keta",0.853055775165558,5.90746402740479,205,248.558441558442,77
"1752",70503,"General Arts","ABOR SENIOR HIGH SCHOOL, ABOR","Keta",0.853055775165558,5.90746402740479,213,244.3,120
"1753",70503,"Home Economics","ABOR SENIOR HIGH SCHOOL, ABOR","Keta",0.853055775165558,5.90746402740479,211,243.285714285714,35
"1754",70503,"Visual Arts","ABOR SENIOR HIGH SCHOOL, ABOR","Keta",0.853055775165558,5.90746402740479,209,241.434782608696,23
"1755",70504,"Business","KETA BUSINESS SENIOR HIGH. SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,278,303.026666666667,150
"1756",70504,"General Arts","KETA BUSINESS SENIOR HIGH. SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,242,275.4,100
"1757",70504,"Home Economics","KETA BUSINESS SENIOR HIGH. SCHOOL, KETA","Keta",0.853055775165558,5.90746402740479,229,254.46,50
"1758",70505,"Agriculture","ZION COLLEGE SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,228,253.15,40
"1759",70505,"Business","ZION COLLEGE SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,198,250.343434343434,99
"1760",70505,"General Arts","ZION COLLEGE SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,237,264.133333333333,120
"1761",70505,"General Science","ZION COLLEGE SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,224,264.25,40
"1762",70505,"Home Economics","ZION COLLEGE SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,233,257.325,40
"1763",70505,"Visual Arts","ZION COLLEGE SCHOOL, ANLOGA","Keta",0.853055775165558,5.90746402740479,190,246.967741935484,31
"1764",70506,"Agriculture","ATIAVI SENIOR HIGH./TECH SCHOOL, ATIAVI","Keta",0.853055775165558,5.90746402740479,200,237.538461538462,13
"1765",70506,"Business","ATIAVI SENIOR HIGH./TECH SCHOOL, ATIAVI","Keta",0.853055775165558,5.90746402740479,213,234.833333333333,6
"1766",70506,"General Arts","ATIAVI SENIOR HIGH./TECH SCHOOL, ATIAVI","Keta",0.853055775165558,5.90746402740479,225,249,12
"1767",70506,"Home Economics","ATIAVI SENIOR HIGH./TECH SCHOOL, ATIAVI","Keta",0.853055775165558,5.90746402740479,217,241,6
"1768",70506,"Technical","ATIAVI SENIOR HIGH./TECH SCHOOL, ATIAVI","Keta",0.853055775165558,5.90746402740479,216,223.75,4
"1769",70507,"Business","ANLO-AFIADENYIGBA SENIOR HIGH. SCHOOL, ANLO-AFIADENYIGBA","Keta",0.853055775165558,5.90746402740479,217,245.076923076923,13
"1770",70507,"General Arts","ANLO-AFIADENYIGBA SENIOR HIGH. SCHOOL, ANLO-AFIADENYIGBA","Keta",0.853055775165558,5.90746402740479,221,255.823529411765,34
"1771",70507,"Home Economics","ANLO-AFIADENYIGBA SENIOR HIGH. SCHOOL, ANLO-AFIADENYIGBA","Keta",0.853055775165558,5.90746402740479,213,233.166666666667,12
"1772",70507,"Visual Arts","ANLO-AFIADENYIGBA SENIOR HIGH. SCHOOL, ANLO-AFIADENYIGBA","Keta",0.853055775165558,5.90746402740479,218,239.666666666667,3
"1773",70508,"Business","ANLO-AWOAMEFIA SENIOR HIGH SCHOOL, ANYAKO","Keta",0.853055775165558,5.90746402740479,221,254.666666666667,12
"1774",70508,"General Arts","ANLO-AWOAMEFIA SENIOR HIGH SCHOOL, ANYAKO","Keta",0.853055775165558,5.90746402740479,214,254.576923076923,26
"1775",70508,"Home Economics","ANLO-AWOAMEFIA SENIOR HIGH SCHOOL, ANYAKO","Keta",0.853055775165558,5.90746402740479,214,237.666666666667,12
"1776",70509,"Business","TSIAME SENIOR HIGH SCHOOL, TSIAME","South Tongu (Sogakope)",0.645589470863342,5.96053743362427,215,256.333333333333,3
"1777",70509,"General Arts","TSIAME SENIOR HIGH SCHOOL, TSIAME","South Tongu (Sogakope)",0.645589470863342,5.96053743362427,213,245.166666666667,6
"1778",70601,"Agriculture","BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,221,288.935064935065,77
"1779",70601,"Business","BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,320,347.766666666667,90
"1780",70601,"General Arts","BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,328,351.355555555556,90
"1781",70601,"General Science","BISHOP HERMAN SENIOR HIGH. SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,352,371.911111111111,90
"1782",70602,"Agriculture","KPANDO SENIOR HIGH SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,292,320.625,40
"1783",70602,"Business","KPANDO SENIOR HIGH SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,337,350.45,40
"1784",70602,"General Arts","KPANDO SENIOR HIGH SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,323,338.8,80
"1785",70602,"General Science","KPANDO SENIOR HIGH SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,313,339.525,80
"1786",70602,"Home Economics","KPANDO SENIOR HIGH SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,277,297.275,40
"1787",70602,"Visual Arts","KPANDO SENIOR HIGH SCHOOL, KPANDO","Kpando",0.267385125160217,6.89685153961182,280,306.8,40
"1788",70603,"Agriculture","PEKI SENIOR HIGH SCHOOL, PEKI","Kpando",0.267385125160217,6.89685153961182,226,257.85,40
"1789",70603,"Business","PEKI SENIOR HIGH SCHOOL, PEKI","Kpando",0.267385125160217,6.89685153961182,252,281.0625,80
"1790",70603,"General Arts","PEKI SENIOR HIGH SCHOOL, PEKI","Kpando",0.267385125160217,6.89685153961182,261,284.625,120
"1791",70603,"General Science","PEKI SENIOR HIGH SCHOOL, PEKI","Kpando",0.267385125160217,6.89685153961182,251,280.475,40
"1792",70603,"Home Economics","PEKI SENIOR HIGH SCHOOL, PEKI","Kpando",0.267385125160217,6.89685153961182,242,270.95,40
"1793",70603,"Visual Arts","PEKI SENIOR HIGH SCHOOL, PEKI","Kpando",0.267385125160217,6.89685153961182,210,240.75,40
"1794",70604,"Agriculture","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA","Kpando",0.267385125160217,6.89685153961182,210,242.392857142857,28
"1795",70604,"Business","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA","Kpando",0.267385125160217,6.89685153961182,240,275.625,40
"1796",70604,"General Arts","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA","Kpando",0.267385125160217,6.89685153961182,246,277.65,80
"1797",70604,"General Science","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA","Kpando",0.267385125160217,6.89685153961182,221,256.884615384615,26
"1798",70604,"Home Economics","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA","Kpando",0.267385125160217,6.89685153961182,202,241.5625,32
"1799",70604,"Visual Arts","ANFOEGA SENIOR HIGH SCHOOL, ANFOEGA","Kpando",0.267385125160217,6.89685153961182,206,248.9,20
"1800",70605,"Agriculture","VAKPO SENIOR HIGH SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,214,249.387755102041,49
"1801",70605,"Business","VAKPO SENIOR HIGH SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,222,259.384615384615,13
"1802",70605,"General Arts","VAKPO SENIOR HIGH SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,233,258.758333333333,120
"1803",70605,"General Science","VAKPO SENIOR HIGH SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,212,249.911764705882,34
"1804",70605,"Home Economics","VAKPO SENIOR HIGH SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,221,247.55,40
"1805",70605,"Visual Arts","VAKPO SENIOR HIGH SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,202,247.571428571429,35
"1806",70606,"Agriculture","VAKPO SENIOR HIGH./TECH. SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,221,245,11
"1807",70606,"General Arts","VAKPO SENIOR HIGH./TECH. SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,219,241.25,4
"1808",70606,"Home Economics","VAKPO SENIOR HIGH./TECH. SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,202,230.461538461538,13
"1809",70606,"Technical","VAKPO SENIOR HIGH./TECH. SCHOOL, VAKPO","Kpando",0.267385125160217,6.89685153961182,212,242,38
